id,username,created_at,lng,lat,text
1517685976549806081,HighflyerBG11,Sat Apr 23 02:05:08 +0000 2022,-71.515665,41.828673,MLB not having a real off season shows!
1517685976528740352,PhyllisPetrillo,Sat Apr 23 02:05:08 +0000 2022,-79.42086499999999,38.003375500000004,@LuzukoMngqibisa @ABC DeSantis is punishing all Florida residents not just the 2 counties that Disney's paying for
1517685977027731456,daveed_1931,Sat Apr 23 02:05:08 +0000 2022,-118.19402550000001,33.938045,@LiftedAndrew Do it imo
1517685977241710592,CailinasEirinn,Sat Apr 23 02:05:08 +0000 2022,-123.93499800000001,49.1745345,@BrentM246 Thank you! I’ll post tomorrow. Gordon Ramsay recommends cooking it the day before. 😊
1517685977036206080,JACKIEMS0T0,Sat Apr 23 02:05:08 +0000 2022,-117.104989,32.810012,@Dodger fan: If the @padres can’t sell out their park we’ll fill the seats for them 😂 DAMN RIGHT ⚾️💙 #Dodgers… https://t.co/CdFYJ4IYYg
1517685977749155845,NWSHastings,Sat Apr 23 02:05:08 +0000 2022,-99.97453131,40.88411372,"A special weather statement has been issued for Cozad NE, Farnam NE, Willow Island NE until 9:30 PM CDT https://t.co/gBj7a2cstb"
1517685977132986369,astrosguy,Sat Apr 23 02:05:08 +0000 2022,-95.44648649999999,29.838495,Guess who has two thumbs and is about to be 6 feet away from @Eve6 👍👍 https://t.co/RjKAY5mdCB
1517685978827218944,Ohio_Players,Sat Apr 23 02:05:09 +0000 2022,-84.3018337,39.0923304,8th Grade Girls - B.E. Academy Bulldogs- 1 def. Next Level 35-19 #exposurebball
1517685978990882817,Rainbird42true,Sat Apr 23 02:05:09 +0000 2022,-77.26434,39.170111500000004,"@BlackKnight10k A challenge, for sure."
1517685978248323072,acpauly10,Sat Apr 23 02:05:09 +0000 2022,-118.40088399999999,33.889486500000004,Happy Earth Day! Be kind to our momma! 🌎 https://t.co/6mQefdhW3X
1517685979540164608,libra10584,Sat Apr 23 02:05:09 +0000 2022,-118.4119065,34.0207895,137 blocked/406 muted…
